user_session,first_event_type,first_hour,first_dayofweek,first_price,brand_missing,category_missing,label
aedd63c9-9bef-4a8c-9d93-7b27be7c0cfe,view,5,1,66.87,0,0,0
54098f1b-a4da-4581-9d7c-a2d4d4f050dd,view,3,1,975.57,0,0,0
dbda1522-f8f8-4ace-bf22-cc5bbdbe1d25,view,3,1,123.56,0,1,0
e5ea92d6-e819-4599-93b4-457ebd93cb57,view,5,1,1464.36,0,0,0
5af8de70-e929-48f0-8bb4-715b74146cb9,view,5,1,36.01,0,1,0
d48f418d-a868-44b3-a262-4de1ad93017c,view,3,1,308.86,0,0,0
ec15a95b-850b-4947-ba85-55cb93069ac7,view,3,1,286.35,0,0,0
0b051a27-b84f-41e7-ae37-7a048411b788,view,2,1,817.91,0,0,0
709f848f-ef47-4add-9152-8c4e5d62ae5d,view,4,1,74.65,0,1,0
3f78805e-eed7-49cf-85e6-09526287284d,view,4,1,64.08,0,0,0
b63b74be-c074-42ed-a410-792eac091965,view,4,1,22.39,0,0,0
a283b438-b6d8-4419-afb2-ab5013c49ac9,view,3,1,823.32,0,0,0
de79a975-e7a3-4d66-8601-51b26c1be41f,view,3,1,59.2,0,1,0
dc694118-7fdf-4176-be37-aebe8d42db6c,view,2,1,285.51,0,0,0
76e5233a-000b-4aac-890a-f3a7c0e4c702,view,2,1,431.67,1,0,0
93c13229-3a40-4972-acbb-459d36a79c48,view,3,1,95.21,0,0,0
49e90c95-86ef-4261-93cb-f214beb2ec38,view,2,1,208.19,0,0,0
f0b333be-f3b0-4559-854e-cd2b1ba23b0d,view,3,1,100.13,0,0,0
f2c5b821-14b5-4bdd-b889-b1c3d2303165,view,3,1,2496.59,0,0,0
9cabf867-777b-4cd8-a252-136f6d365cc8,view,3,1,88.01,0,0,0
17d1f242-00d4-4005-a97a-ab4c63b4e959,view,5,1,957.53,0,0,0
e274fee5-e8ce-447b-a976-a2cb387eb797,view,5,1,245.31,1,1,0
c7b07035-0c49-4989-9334-5ca3d70ea644,view,4,1,102.46,0,0,0
bd4a4b75-aef2-4c76-a133-10837d353a0b,view,3,1,360.08,0,0,0
679ac802-4579-438b-a34e-928399bcd50f,view,4,1,257.38,0,0,0
73624df5-835e-49eb-ac8b-4ef7ee26f071,view,2,1,130.76,0,0,1
